"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949024380&partnerID=40&md5=3ec5378740e5505a23a00f8fefa44c51,""This study draws from a concept from green accounting, lifecycle assessment, and industrial ecology known as 'environmental profit and loss” (EP&L) to determine the extent of externalities across the manufacturing lifecycle of wind energy. So far, no EP&Ls have involved energy companies and none have involved wind energy or wind turbines. We perform an EP&L for three types of wind turbines sited and built in Northern Europe (Denmark and Norway) by a major manufacturer: a 3.2 MW onshore turbine with a mixed concrete steel foundation, a 3.0 MW offshore turbine with a steel foundation, and a 3.0 MW offshore turbine with a concrete foundation. For each of these three turbine types, we identify and monetize externalities related to carbon dioxide emissions, air pollution, and waste. We find that total environmental losses range from €1.1 million for the offshore turbine with concrete foundation to €740,000 for onshore turbines and about €500,000 for an offshore turbine with steel foundation—equivalent to almost one-fifth of construction cost in some instances. We conclude that carbon dioxide emissions dominate the amount of environmental damages and that turbines need to work for 2.5 to 5.5 years to payback their carbon debts. Even though turbines are installed in Europe, China and South Korea accounted for about 80% of damages across each type of turbine. Lastly, two components, foundations and towers, account for about 90% of all damages. We conclude with six implications for wind energy analysts, suppliers, manufacturers, and planners. Copyright © 2015 John Wiley & Sons, Ltd. Copyright © 2015 John Wiley & Sons, Ltd."""		
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983261984&partnerID=40&md5=65f6d421d9e0fadb35d8a58037d31de7,""Offshore wind energy is currently too expensive to compete with alternative energy sources. However, many floating offshore wind technologies, such as the demonstration project of Windfloat near Aguçadora (Portugal), are being developed for three reasons: there are positive externalities associated with its deployment, capital costs in real prices are expected to decrease over time, and some offshore locations have favourable natural conditions for its deployment. Taking these three factors into account, we develop a dynamic model to assess the economic potential value of offshore wind energy at the Viana do Castelo study site located in the northwestern coast of Portugal. Our results indicate that, from a social perspective, an investment starting in a few decades in the Windfloat technology at Viana do Castelo has positive economic potential value. Therefore support schemes to promote its deployment may be fostered. © 2016 IEEE."""		
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945555467&partnerID=40&md5=a43c3fb9a65fcad58b31392c08af8194,""This paper demonstrates a method to predict the value factor and market value of a wind turbine production. This will allow for the estimation of the economic viability of a turbine subject to pure market prices and also allow for prediction of the necessary financial support for turbines under subsidy schemes. The value factor is a common metric used to determine the value of variable energy sources. Research has shown that wind speed profiles that with a high value factor, or have a positive correlation with the market electricity price, have an economic advantage. However, previous research has determined overall value factors for wind in electricity networks at the macro level. This paper details a method at the micro level, since the wind conditions and therefore the value factor are themselves a site specific property. The data necessary to predict the value factor is the same as used to predict the energy production of the site. This allows for the prediction to be used before turbine installation and can be used as an optimization parameter for researchers and for turbine siting with regards to the electricity price/market. © 2015 Elsevier Ltd."""		
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955504848&partnerID=40&md5=da396b4d402c8472d10de866177ac89b,""In order to assess the viability of wind energy projects in China, this paper takes a real options approach by accounting for flexibility over deployment of the technology in response to a stochastic non-renewable energy cost. The difference between the latter and the R&amp"	"D-enhanced cost of renewable energy operation may be thought of as a benefit from using wind. On the other hand, the Chinese government provides feed-in tariffs to encourage further adoption of wind, which should be included as a cost. This work, thus, shows that there is substantial options value to China's wind energy program, which is bolstered if the cost of carbon dioxide emissions is internalized. Moreover, by varying the rate of feed-in tariffs, the model may be used to show plausible ranges for the feed-in tariffs, which could be a useful policy insight. Furthermore, the study hypothesizes that with the likelihood of renewable energy to replace non-renewable energy, wind power in China can potentially reduce CO2 emissions by approximately 6.4% by 2020 comparing to the 2005 level and highlights the significant role of wind power in China's emission targets and energy security. This is a relevant paper, especially given the importance of a sustainable energy transition for China. More generally, using the real options approach from a policy perspective could provide insights about the viability of renewable energy programs and robustness of feed-in tariffs rates. © 2015 Elsevier Ltd."""	
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979895381&partnerID=40&md5=5d8df793e5bfb003b31e1886c1547f2b,""The increase in environmental protection awareness and the progressive exhaustion of conventional fossil energy sources have increased interests in integrating wind energy sources into existing power systems. Despite the various benefits of wind power, the intermittency and unpredictability of wind power generation cause operational concerns and waste usable capacity as the installation of the wind generation sources increases. To enhance the value of an intermittent wind energy source by using a battery energy storage system (BESS), an iterative algorithm that combines improved dynamic programming and a hybrid direct search method were developed for solving the optimal wind-thermal-battery coordination scheduling (WTBCS) problem in power systems. Key concerns in BESSs and the integration of wind energy and electric power systems were investigated and discussed using the proposed WTBCS software. In addition, the developed WTBCS software is useful in assessing the effect and economic benefits of installing BESSs and wind farms. Numerical experiments were conducted to provide information for both operational and planning problems in isolated power systems, such as the Penghu power system."""		
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943328537&partnerID=40&md5=7feef25f9bb6b25873b2896933792628,""Attitudes towards wind energy development are influenced by a number of social, political, and geographic factors. Initial resident expectations for a development, and then the degree to which these expectations were later met can help explain support or opposition for wind energy. Yet, the role of met or unmet expectations is not well researched in explaining perceptions of and attitudes towards wind energy development. This study explores the relationship between met and unmet expectations and resident attitudes towards wind energy, as well as perceptions of wind turbine beauty, for rural residents near two wind energy projects in the U.S. state of South Dakota (SD). A survey (n = 239) administered in 2014 across two counties investigates the process of attitude and expectation formation towards the projects as they developed. Results show that the majority of residents had positive expectations, and these expectations are largely unmet"	" nonetheless, most residents retain positive attitudes towards both projects, although certain types of expectations are related to more positive or more negative attitudes. Furthermore, the survey results show that residents find turbines in motion to be more beautiful than static turbines - demonstrating the role of economic and environmental values in influencing wind energy attitudes and expectations."""	
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960469588&partnerID=40&md5=5b9d9d1c3ca8838024e0bff99adb734f,""One of the tools for maintaining environmental sustainability is transformation from fossil-based energy sources to renewable energy sources in energy consumption. Among renewable energy alternatives, wind energy is the most prominent and reliable energy source for fulfilling energy demand. Traditional investment evaluation techniques based on discounted cash flows are not capable of capturing the uncertainty and vagueness in the data related to the wind energy investment parameters. Fuzzy capital budgeting techniques can capture this vagueness and model the imprecise estimations of parameter values. In this paper, we develop interval-valued intuitionistic fuzzy benefit-cost analysis for the evaluation of wind energy technology investments. The fuzzy benefit-cost analyses are based on both present worth and annual worth analyses. The developed analyses can handle the assessments of multiple experts through aggregation operators. In the proposed economic model, the components of each wind energy investment parameter are incorporated into the equations in detail. A real case study is also presented in this paper. © 2016 by the authors."""		
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939259787&partnerID=40&md5=481acd3315dd6453f2b4cea84c068a89,""The challenge of a purposeful design addressed in this article is to align offshore energy systems not only with technical and economic values like efficiency and profitability, but also with moral and social values more generally. We elaborate a theoretical framework that allows us to make a systematic inventory of embedded values of offshore energy systems and relate them to their societal acceptability. By characterizing both objects and subjects of acceptability, we shed light on ways to identify areas of value conflicts that must be addressed in purposeful design. We suggest the capabilities approach as a normative theory to deal with the arising value conflicts. © 2015 The Authors."""		
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937854352&partnerID=40&md5=12e00f855b3748cfa9b006ddafd2a2f3,""Installed capacities of distributed generation (DG) are projected to increase substantially in Great Britain and many other power systems. This paper will discuss the definition of capacity value of DG arising from its ability to support additional demand without the need for new network capacity, in analogy with the definition of effective load carrying capability (ELCC) at transmission level. This calculated ELCC depends on the precise detail of its definition"	" in particular in a demand group fed by a pair of circuits where the double outage state dominates the calculated reliability index, the ELCC will be very small unless the generator can run in islanded mode. Finally, requirements for use in practical planning studies and development of formal planning standards will be discussed. © 1969-2012 IEEE."""	
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939810452&partnerID=40&md5=2ece6a7a7045ac41f258b5f41589a90b,""The increased concern for the impacts of climate change on the environment, along with the growing industry of renewable energy sources, and especially wind power, has made the valuation of environmental services and goods of great significance. Offshore wind energy is being exploited exponentially and its importance for renewable energy generation is increasing. We apply a double-bound dichotomous Contingent Valuation Method analysis in order to both (a) estimating the willingness to pay (WTP) of Greek residents for green electricity produced by offshore wind farm located between the islands of Tinos and Andros and (b) identifying factors behind respondents' WTP including individual's behaviour toward environment and individual's views on climate change and renewable energy. A total of 141 respondents participated in the questionnaire. Results show that the respondents are willing to pay on average 20€ every two months through their electricity bill in return for carbon-free electricity and water saving from the wind farm. Respondents' environmental consciousness and their perception towards climate change and renewable energy have a positive effect on their WTP. © 2015 Elsevier Ltd. All rights reserved."""		
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933044302&partnerID=40&md5=33f58f267d0e66dc36e1450e9bbe071c,""The rapid deployment of wind and solar energy generation systems has resulted in a need to better understand, predict, and manage variable generation. The uncertainty around wind and solar power forecasts is still viewed by the power industry as being quite high, and many barriers to forecast adoption by power system operators still remain. In response, the U.S. Department of Energy has sponsored, in partnership with the National Oceanic and Atmospheric Administration, public, private, and academic organizations, two projects to advance wind and solar power forecasts. Additionally, several utilities and grid operators have recognized the value of adopting variable generation forecasting and have taken great strides to enhance their usage of forecasting. In parallel, power system markets and operations are evolving to integrate greater amounts of variable generation. This paper will discuss the recent trends in wind and solar power forecasting technologies in the U.S., the role of forecasting in an evolving power system framework, and the benefits to intended forecast users. © 2015 IEEE."""		
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923918685&partnerID=40&md5=93137bd95efc49907e37a6652e7ca058,""In the context of decaying capital cost and uncertain revenues, prospective valuation of a wind power distributed generation (DG) project is difficult. The conventional net present value (NPV) presents a static picture that does not account for the value of waiting for better market conditions to proceed with a DG investment. On the contrary, real options (RO) analysis does account for the managerial flexibility to switch between options over the investment horizon.In this paper we argue that the value of a DG wind-based project can be revisited by means of Longstaff-Schwartz method, originally intended for the evaluation of American financial options. The adaption of this method to the wind power DG setting provides a means for (i) efficiently dealing with the several stochastic processes involved (spot electricity prices and possibly various wind speed processes) avoiding the curse of dimensionality, (ii) accounting for the decaying capital cost of DG, and (iii) solving the perfect foresight problem presented by Monte Carlo conventional simulations.We present in this paper the procedure to follow when applying the method to the wind power DG setting. Particularly, we discuss the standardization of the wind speed and spot price processes, and the advantages of building a state space model that includes all the correlated processes by adequately transforming Box-Jenkins and Ornstein-Uhlenbeck models. Also we discuss the representation of the capital cost forecast by means of learning curves. On the whole, we put together this multivariate setting and show how it is translated to the Longstaff-Schwartz framework.The developed methodological approach allows us analyzing the sensitivity of the RO value to the site and DG capacity factor, the risk-free rate, the current forward projections of global installed capacity, and the aggregation of DGs under a common owner. On the whole, we conclude that the RO analysis is best employed to analyze DG settings in which the NPV yields a close to negative assessment: low power production, for instance. In such cases, RO analysis shows advantages in producing delayed optimal investment times. © 2015 Elsevier Ltd."""		
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948395433&partnerID=40&md5=b2639f1f3716ead1764056dfa475a275,""In the context of decaying capital cost and uncertain revenues, prospective valuation of a wind power distributed generation (DG) project is difficult. The conventional net present value (NPV) presents a static picture that does not account for the value of waiting for better market conditions to proceed with a DG investment. On the contrary, real options (RO) analysis does account for the managerial flexibility to switch between options over the investment horizon. In this paper we argue that the value of a DG wind-based project can be revisited by means of Longstaff-Schwartz method, originally intended for the evaluation of American financial options. The adaption of this method to the wind power DG setting provides a means for (i) efficiently dealing with the several stochastic processes involved (spot electricity prices and possibly various wind speed processes) avoiding the curse of dimensionality, (ii) accounting for the decaying capital cost of DG, and (iii) solving the perfect foresight problem presented by Monte Carlo conventional simulations. We present in this paper the procedure to follow when applying the method to the wind power DG setting. Particularly, we discuss the standardization of the wind speed and spot price processes, and the advantages of building a state space model that includes all the correlated processes by adequately transforming Box-Jenkins and Ornstein-Uhlenbeck models. Also we discuss the representation of the capital cost forecast by means of learning curves. On the whole, we put together this multivariate setting and show how it is translated to the Longstaff-Schwartz framework. The developed methodological approach allows us analyzing the sensitivity of the RO value to the site and DG capacity factor, the risk-free rate, the current forward projections of global installed capacity, and the aggregation of DGs under a common owner. On the whole, we conclude that the RO analysis is best employed to analyze DG settings in which the NPV yields a close to negative assessment: low power production, for instance. In such cases, RO analysis shows advantages in producing delayed optimal investment times. © 2015 Elsevier Ltd."""		
