"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984801093&partnerID=40&md5=098cec55913ef12a4f8d3f94911309e6,""Since societies depend on energy and its management, extensive changes in energy-related technologies, such as the Smart Grid (SG), are likely to bring out subsequently enormous forms of social change. Imagine, there are several claims about the risks that lie ahead as conventional energy resources terminated, as populations increase, and as assumption accelerate. Therefore, the future societies will be subject to creative development and wide-ranging transformation to optimize their energy consumption. The SG can integrate an assorted set of electricity resources, containing large power plants as well as distributed renewable energy resources, electric energy storage, demand response, and electric vehicles. In line with many visions for the SG, consumers will play a more ‘active’ role in the future energy systems. Therefore, it is necessary to ensure customers’ acceptance to successfully build a SG. The eventual deployment of the SG depends on the consumers’ acceptance of SG products and services. Yet fully engaging the residential space in the SG remains a challenge. This work aims to provide energy systems researchers and decision makers with proper insight into the underlying drivers of consumer acceptance of the SG and the logical steps for their engagement to promote the SG technology and making it feasible in a timely manner. © 2016 Elsevier Ltd"""							
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979879919&partnerID=40&md5=85fdefd2a57bb3b28c01f0d414dc59e0,""Conventional crude oil is the currently dominant but a non-renewable energy resource. Despite the development and improvement of alternative energy technologies, there is still a large gap between the capability of renewable energy systems to capture and reliably supply power, and the ever-increasing global energy demand requirements. Therefore, until technological innovations facilitate sufficient energy generation through alternative fuels, other means of sustaining crude oil production, such as Improved Oil Recovery (IOR) methods, must be systematically explored. Beyond increasing production of conventional oil, IOR methods can effectively facilitate the extraction of oil from unconventional reservoirs, such as heavy oil fields. This capability is of high strategic importance due to the considerably large size of global heavy oil reserves. There are several IOR technologies available, but each of them is suitable only for certain oil field types. The aim of this paper is to illustrate an alternative, low-cost, quick screening method which is competitive to more technically laborious and costly methods for selecting the most suitable technology for a given heavy oil extraction project, using a limited dataset. A two-stage technology screening method is hereby proposed: the first stage is based on previous project literature data evaluation, and the second stage is based on simple empirical oil production correlation methods (such as the Marx & Langenheim model) coupled with Ingen's RAVE (Risk and Value Engineering) and Schlumberger's PIPESIM software applications. The new method can achieve reasonably accurate results and minimise cost and time requirements during the preliminary stages of an oilfield development project, as evidenced via a comprehensive case study. © 2016 Elsevier Ltd"""							
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982702343&partnerID=40&md5=f0ff5ce1ccf6c5ebd66289ebd91d0701,""One energy policy objective in the United States is to promote the adoption of technologies that provide consumers with stable, secure, and clean energy. Recent work provides anecdotal evidence of natural gas (NG) and renewable electricity (RE) synergies in the power sector, however few studies quantify the value of investing in NG and RE systems together as complements. This paper uses discounted cash flow analysis and real options analysis to value hybrid NG-RE systems in distributed applications, focusing on residential and commercial projects assumed to be located in the states of New York and Texas. Technology performance and operational risk profiles are modeled at the hourly level to capture variable RE output and NG prices are modeled stochastically as geometric Ornstein-Uhlenbeck (OU) stochastic processes to capture NG price uncertainty. The findings consistently suggest that NG-RE hybrid distributed systems are more favorable investments in the applications studied relative to their single-technology alternatives when incentives for renewables are available. In some cases, NG-only systems are the favorable investments. Understanding the value of investing in NG-RE hybrid systems provides insights into one avenue towards reducing greenhouse gas emissions, given the important role of NG and RE in the power sector. © 2016"""							
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987837233&partnerID=40&md5=75e5161a093667ff59ec331f35daf800,""Objective: This study employs dual-source computed tomography single-spectrum imaging to evaluate the effects of contrast agent artifact removal and the computational accuracy of radiotherapy treatment planning improvement. Method: The phantom, including the contrast agent, was used in all experiments. The amounts of iodine in the contrast agent were 30, 15, 7.5, and 0.75 g/100 mL. Two images with different energy values were scanned and captured using dual-source computed tomography (80 and 140 kV). To obtain a fused image, 2 groups of images were processed using single-energy spectrum imaging technology. The Pinnacle planning system was used to measure the computed tomography values of the contrast agent and the surrounding phantom tissue. The difference between radiotherapy treatment planning based on 80 kV, 140 kV, and energy spectrum image was analyzed. Results: For the image with high iodine concentration, the quality of the energy spectrum-fused image was the highest, followed by that of the 140-kV image. That of the 80-kV image was the worst. The difference in the radiotherapy treatment results among the 3 models was significant. When the concentration of iodine was 30 g/100 mL and the distance from the contrast agent at the dose measurement point was 1 cm, the deviation values (P) were 5.95% and 2.20% when image treatment planning was based on 80 and 140 kV, respectively. When the concentration of iodine was 15 g/100 mL, deviation values (P) were ?2.64% and ?1.69%. Conclusion: Dual-source computed tomography single-energy spectral imaging technology can remove contrast agent artifacts to improve the calculated dose accuracy in radiotherapy treatment planning. © 2015, © The Author(s) 2015."""							
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976494187&partnerID=40&md5=02698f96e45cca82337d3bf96afd44cb,""In order to prevent hydrate forming in city gate stations (CGS), natural gas is preheated before pressure reduction. In this work, employing combined heat and power (CHP) technology in CGSs, by which the required heat is provided and electricity is freely produced, is comprehensively studied to answer this main question that which CGS is an appropriate host for CHP technology. In this respects, a comprehensive thermo-economic analysis was accomplished on several CGSs of Iran to firstly, find the most optimal CHP system size and design for each station and secondly, define a general criterion by which one could realize that if a CGS can efficiently employ CHP technology. Net present value (NPV) approach is used to analyze and compare the performance of these stations economically. The results showed that only one of the case studies can hire CHP system efficiently. It was conceived that utilizing CHP system is more efficient if it works at higher power ranges. Therefore, considering the effective parameters on heating demand of CGSs, the novel criterion of RHD was introduced as the target index of this work. Finally, the results demonstrated that CGSs with RHD values greater than 0.23 are suitable for using CHP systems. © 2016 Elsevier Ltd"""							
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974705008&partnerID=40&md5=d1a186fa90fea54c4f5e125516db6dfc,""Use of biomass for energy purposes has many advantages, but it is not always profitable due to the characteristics of biomass. In order to improve the utilization of biomass it is necessary to create optimal conditions which require employment of several methods and technologies. This paper describes developed approach for consideration of options for the optimal utilization of available biomass potential under the current conditions (technological, economic, environmental and social). The developed approach is focused on support for decision making process on community level. Proposed approach includes mapping of biomass potential with defining both potential primary storage locations and potential locations of plant using geographic information system technologies. Also, it includes determining the optimal amount of biomass that can be justifiably used for energy purposes under current conditions by using the mathematical optimization with objective function related to maximizing net present value quotient. Four groups of technologies that can be used for biomass valorisation have been considered in the paper"	" biofuels production, thermal power plants, district heating and cogeneration.The proposed approach has been applied (as a case study) on Municipality of Ivanjica located in South-West region of Serbia. Municipality of Ivanjica is characterized by both significant forest area and significant forest biomass potential. There are 30 potential primary storages locations and 57 potential plants locations determined by geographic information system. However, only one of potential locations of plant and two of potential primary storage locations (6% of available potential) are determined by mathematical optimization as optimal and could be used under current conditions. © 2016 Elsevier Ltd."""						
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987711793&partnerID=40&md5=cd53e69a244862191514466d9dba81a4,""In recent years, the advancement of sensor technology has led to the generation of heterogeneous Internet-of-Things (IoT) data by smart cities. Thus, the development and deployment of various aspects of IoT-based applications are necessary to mine the potential value of data to the benefit of people and their lives. However, the variety, volume, heterogeneity, and real-time nature of data obtained from smart cities pose considerable challenges. In this paper, we propose a semantic framework that integrates the IoT with machine learning for smart cities. The proposed framework retrieves and models urban data for certain kinds of IoT applications based on semantic and machine-learning technologies. Moreover, we propose two case studies: pollution detection from vehicles and traffic pattern detection. The experimental results show that our system is scalable and capable of accommodating a large number of urban regions with different types of IoT applications. © 2016 by the author"	" licensee MDPI, Basel, Switzerland."""						
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983535169&partnerID=40&md5=e91ddd29d57c071200a71841496a4d63,""Integration of renewable generation can lead to both diversification of energy sources (which can improve the overall economic performance of the power sector) and cost increase due to the need for further resources to provide flexibility and thus secure operation from unpredictable, variable and asynchronous generation. In this context, we propose a cost-risk model that can properly plan generation and determine efficient technology portfolios through balancing the benefits of energy source diversification and cost of security of supply through the provision of various generation frequency control and demand side services, including preservation of system inertia levels. We do so through a scenario-based cost minimization framework where the conditional value at risk (CVaR), associated with costs under extreme scenarios of fossil fuel prices combined with hydrological inflows, is constrained. The model can tackle problems with large data sets (e.g. 8760 hours and 1000 scenarios) since we use linear programming and propose a Benders-based method adapted to deal with CVaR constraints in the master problem. Through several analyses, including the Chilean main electricity system, we demonstrate the effects of renewables on hedging both fossil fuel and hydrological risks"	 effects of security of supply on costs, risks and renewable investment	" and the importance of demand side services in limiting risk exposure of generation portfolios through encouraging risk mitigating renewable generation investment. © 2016 Elsevier B.V."""					
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969672708&partnerID=40&md5=1d3c81d9dab3de724cb56915a14f83fb,""The Parabolic Trough (PT) is the most used concentrator in CSP (Concentrated Solar Power). However, this concentrator technology is facing a significant challenge to increase its overall efficiency and cost-effectiveness. Meanwhile, other low-cost solutions such as Fresnel concentrators are also being perceived as potentially attractive. In order to achieve the lower cost goal, new optical solutions can be considered, in parallel with improvements coming, for instance, through the use of new materials or manufacturing solutions. But conventional PTs can still be improved to yield, for instance, higher concentration values, a possible starting point for higher conversion efficiency. These new solutions, in turn, can also be useful for other technologies and applications (Fresnel Concentrators, Central Tower Receivers, etc.). However it is easier to develop and test these solutions in conjunction with parabolic primaries (continuum primary). And that is the topic of this paper: to present a new Compound Elliptical-type Concentrator for a parabolic primary with a tubular receiver. A comparison is made between this new concentrator and two other concentrators (a conventional PT concentrator and a XX SMS (Simultaneous Multiple Surface) concentrator), as well as a calculation of the total amount of collected energy (kW h) for a particular location, Faro (Portugal). The paper ends with a discussion of the results obtained, their impact and possible applications in the future. © 2016 Elsevier Ltd."""							
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981275179&partnerID=40&md5=c0507102fb2df131fd16c4b147a90f8c,""This paper presents low-power carbon nanotube field-effect transistor (CNTFET)-based quaternary logic circuits. The proposed quaternary circuits are designed based on the CNTFET unique properties, such as the same carrier mobility for N- and P-type devices and also providing desirable threshold voltages by adopting proper diameters for the nanotubes. In addition, no paths exist between supply and ground rails in the steady states of the proposed designs, which eliminates the ON state static current and also the stacking technique is utilised in order to significantly reduce the leakage currents. The results of the simulations, conducted using Synopsys HSPICE with the standard 32 nm CNTFET technology, confirm the significantly lower power consumption, higher energy efficiency and lower sensitivity to process variation of the proposed designs compared to the state-of-the-art quaternary logic circuits. The proposed quaternary logic circuits have on average 92, 99 and 91% less total power, static power and PDP, respectively, compared with the most low-power and energy-efficient CNTFET-based quaternary logic circuits, recently presented in the literature. © 2016 Taylor & Francis."""							
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964666752&partnerID=40&md5=17b7ef55c915d988f8ff77b73e29cca1,""The coherency of research, development, and innovation processes are vital in promoting a more resource efficient society. Sustainability-oriented innovation systems define specific kinds of innovation systems, i.e. those that are directed to the aims of sustainable development. This paper develops an integrated method with four layers of analysis to evaluate the priorities and performances of such systems. The method is applied to a sample of emerging and innovation based economies, namely Brazil, Russia, India, China, South Africa, Turkey, and Singapore. The analyses consider the 6 main activities or functional dynamics of innovation systems and a set of 19 keywords. The keywords relate to the thematic clusters of renewable energy technologies, energy efficiency, and environmental management. The priorities of the countries in each main interaction of the system are classified accordingly. The priorities are compared to the existing level of specialization in the keywords based on the intermediate outputs of the system. The analyses cover 153,838 papers and 15,138 patents between the years 2003 and 2014. A Sustainable Innovation Index is developed to aggregate the normalized values of country performance across all keywords. Singapore receives the highest value (21.17) and the average of Brazil, Russia, India, China, and South Africa is 14.91. The results determine the ability of countries to align priorities and performance towards more mature innovation systems for sustainable development. © 2016 Elsevier Ltd. All rights reserved."""							
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975082550&partnerID=40&md5=2fbe7aa389caae56c3da8ec6147b9ede,""A one-dimensional thermal network model is developed for the purpose of predicting the heat transfer behaviour between wall-mounted domestic radiators and outdoor-facing walls. Importantly, the model includes radiation heat transfer between the rear of the radiator and the wall and is able to estimate the resulting heat losses to the outdoors for different thermal loading conditions, such as radiator and outdoor temperatures and wall U-values. To contextualize the problem, a model of a conventional single panel domestic radiator is included so that the energy losses through the wall can be evaluated in terms of the influence on the overall efficiency of the radiator thermal system. Depending on the outdoor condition, the heat losses can be in the region of 5% for poorly insulated walls, highlighting an opportunity for small, yet non-negligible, energy savings if cost effective technologies are deployed to reduce these losses. To this end, the influence of wall-mounted reflector panels, aimed to reduce the heat losses, is evaluated. The reflector panels have two influences: they reduce the overall heat losses thus improving the overall efficiency of the radiator system, and they reduce the total thermal output of the radiator"	 the magnitude of each depending strongly on the U-value of the wall structure. Finally, two radiation shield concepts are evaluated	" one with reflecting surfaces on both sides and one with a highly emissive surface facing the radiator and a low emissivity surface facing the wall. The latter is found to be the best performing radiation barrier as it can increase the total heat transfer into the room whilst significantly reducing the heat losses, whereas the former causes a reduction in the total thermal power of the radiator and lower heat transfer to the room for a commensurate reduction in heat losses. © 2016 Elsevier B.V. All rights reserved."""					
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938278202&partnerID=40&md5=021916e58a0ddd571c98e8bd6cdb7aae,""Despite its enormous size and economic value, there is currently scant information on environmental impacts from the catering sector. At the same time, the awareness of and preferences for environmentally sustainable food preparation and consumption are growing. In general, two catering approaches are practised: cook–serve and deferred. In the former, food is cooked and immediately served to consumers while the latter allows for the food to be prepared at times and places completely different from consumption. This study, based in Italy, focuses on environmental impacts of deferred catering with the aim of evaluating different options for food preparation and distribution, to help identify environmentally sustainable solutions. For these purposes, the case of pasta, one of the most popular foods worldwide, is considered. Two main types of deferred system (cook-warm and cook-chill) and cooking technologies (pasta cookers and range tops) used in the catering sector are evaluated. The results suggest that cooking in pasta cookers saves up to 60% of energy and 38% of water compared to range tops and therefore reduces by 34–66% the impacts associated with pasta preparation. The environmental impacts of pasta cooking could also be reduced by using gas rather than electric appliances as the impacts of the latter are higher by 13–98%. In the current study, pasta cooking is the major hotspot in both the cook-chill and cook-warm chains. Overall, the impacts from the cook-chill chain are 17–96% higher than from the cook-warm system, mainly because of the use of refrigerants and higher consumption of energy. © 2015 The Authors"""							
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988423278&partnerID=40&md5=ad43bc3403c26192b5cb8d1bf0a210d9,""This paper is the second of a two-part series, aiming to evaluate the economic feasibility of electrochemical storage systems in peak load shaving applications. The battery energy storage system (BESS) is considered to be added to a private facility, with the aim of reducing the customer electricity bill. The BESS is charged during the night, when the electricity prices are the lowest and discharged during the daily hours, when the prices are the highest, contemporary achieving a leveling of the daily usage pattern. The economical evaluations are carried out considering four different electrochemical technologies: lithium-ion (li-ion), advanced lead-acid, sodium-sulphur (NaS) and flow batteries. First, the total costs and savings are estimated, calculating the net present value (NPV) and the internal rate of return (IRR) for each BESS technology. The economic indexes are calculated referring both to 2015 and to the estimated 2020 BESS prices. Second, a parametric analysis is carried out to investigate the effect of several parameters on the economic feasibility of installing a BESS. The considered parameters are: i) the gap between high and low electricity prices"	 ii) the peak demand charges	" iii) the BESS investment costs. The economic analysis reveals that none of the BESS technologies are cost effective at the current BESS prices, without incentives, but the situation could already change in 2020 thanks to the sharp cost decline expected in the coming years. © 2016 IEEE."""					
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84968911980&partnerID=40&md5=49c09e3ab91fbebeba42f899789725f4,""While in the developed countries electrification is paving the way for progress and prosperity, nowadays electricity is still not accessible for about 18% of the world's population. Lack of power grids is the main reason that prevents millions in remote areas in developing countries from using electricity for the daily basic needs. PV systems provide an effective solution for these regions, but affordability remains an issue. This barrier can be widely overcome on the short term by limiting PV power supply to very high added value applications and by properly exploiting innovations, especially in energy efficiency and cost reductions. Additional to that, the long-term perspectives of off-grid PV are very favourable based on its ongoing technological improvements and cost reductions. This paper studies four off-grid PV cases of which each could cover a combination of basic energy needs regarding light, cooking, food conservation and electronic appliances. Case I considers a system that supplies power for LED lamps and electronic devices. Accordingly, Case II adds a fridge and Case III an electric rice cooker to Case I, while Case IV adds both. The paper elaborates on available technologies and future developments regarding all components in order to assess the long term evolution and potential of these applications, most specifically how their affordability would evolve over time. The modelling and optimization of the four cases are performed using the software iHOGA, which is an efficient tool to provide the lowest cost solution for off-grid PV systems. The use of iHOGA for the four cases and the installation years 2020, 2030 and 2040, taking thereby into account different developing regions, provide an evolutionary techno-economic assessment of these applications and a clear picture about the developments to be expected from off-grid PV in general. © 2016 Elsevier Ltd."""							
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969590447&partnerID=40&md5=144007c85b87f6b631ecfec976cbdc03,""BEER (Building energy efficiency retrofit) projects are initiated in many nations and regions over the world. Existing studies of BEER focus on modeling and planning based on one building and one year period of retrofitting, which cannot be applied to certain large BEER projects with multiple buildings and multi-year retrofit. In this paper, the large-scale BEER problem is defined in a general TBT (time-building-technology) framework, which fits essential requirements of real-world projects. The large-scale BEER is newly studied in the control approach rather than the optimization approach commonly used before. Optimal control is proposed to design optimal retrofitting strategy in terms of maximal energy savings and maximal NPV (net present value). The designed strategy is dynamically changing on dimensions of time, building and technology. The TBT framework and the optimal control approach are verified in a large BEER project, and results indicate that promising performance of energy and cost savings can be achieved in the general TBT framework. © 2016 Elsevier Ltd."""							
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979220741&partnerID=40&md5=01349b33e87d975ff161abadfd2b559e,""This paper analyzed the economic factors that contribute to the pollution of the environment using Logarithmic Mean Divisia Index (LMDI) approach. Based on the Time-Varying Parameter Vector Auto-Regression (TVP-VAR) model, we investigated the impulse responses of those factors at different time points and different lead time. The results showed that technical progresses not only improved the productivity of enterprises but also promoted less-polluted production. The innovative compensation effect reduced pollution emissions. In China, coal combustion is a major component of energy production which makes coals smoke pollution currently the most significant source of environmental pollution caused by the energy structure. The rapidly increase of energy efficiency considerably reduced pollution emissions, but also showed a certain rebound effect. There were two important reasons hindering the radical improvement of environmental pollution-the unbalanced industrial structure and the expanding economic scale. Therefore, it is high time to reasonably control the structural factors and scale factors which are crucial ways of reducing pollution emissions. © 2016, Editorial Board of China Environmental Science. All right reserved."""							
