"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988038851&partnerID=40&md5=eb1427706628db7053c6d1b0bf1921b0,""The randomness of the wind source is a concerning issue for managing power plants in reliable conditions. High values of wind speed are undesirable since wind farms provide zero power for values greater than their cut-off thresholds. Also, the mechanical safety of the installations can be seriously compromised by extreme values of wind speed. Therefore, a reliable estimation of extreme values of wind speed is mandatory. An Inverse Burr distribution is proposed as an useful alternative for the probabilistic modeling of extreme values of wind speed. Distribution parameters were estimated through maximum likelihood and moment estimation procedures, and through a new proposal, the quantile estimation procedure. The proposed model is validated on several real wind datasets, comparing the proposed model with commonly-used extreme value models. Numerical applications showed that the proposed model is a valid and feasible alternative to the classical extreme value distributions for extreme values of wind speed. © 2016 Elsevier B.V."""								
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984615181&partnerID=40&md5=c6ce162cb2e09d61f24be20071f299e5,""This paper proposes a stochastic model for the scheduling of short-term AC security-constrained unit commitment (AC-SCUC) considering reliability and the value of lost load (VOLL). The uncertainty of load and wind power generation, active and reactive power losses, voltage profile of the network’ buses and congestion management for different VOLLs are investigated in this paper. Furthermore, the random outages of generating unit and transmission lines are modeled based on the scenario trees in the Monte Carlo simulation and the reserve requirements of the power system are implicitly scheduled based on the VOLL and by considering corrective actions of the generation units. A computationally efficient two-stage algorithm based on bender's decomposition is proposed to solve the proposed problem. The first stage deals with the base case where all the network components, the units' outputs and on/off status can be determined based on the forecasting load and wind farms' output. The second stage investigates the stochastic part of the problem and runs the possible scenarios in parallel for all the network elements and the available units of the base case. In the case of any violation for a scenario, a bender's cut is added to the first stage which modifies the commitment state and the power units' outputs in order to tackle the violation for that scenario. The method is applied to the IEEE 118/300-bus test system to assess its applicability and capability. © 2016 Elsevier Ltd"""								
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962206088&partnerID=40&md5=c2f5ac37c91ceeb9dd572e7334862c8c,""The inability of conventional energy sources to fully meet the rapidly increasing energy demands in today's world has led to the growing importance of hybrid power generation systems that incorporate renewable energy sources. This work proposes an optimally designed multi-source standalone hybrid generation system comprising of photovoltaic panels, wind turbine generators, batteries and diesel generator. This design aims at minimizing emissions and cost, expressed in the form of the Net Present Value (NPV) of the system, while simultaneously maximizing its Energy Index of Reliability (EIR). The designed hybrid power generation system is further integrated into the distribution system as a Distributed Generation (DG)"	" this is to optimally improve the performance of the distribution system by minimizing the total losses and the total voltage deviation of the distribution system. The combined cost and emissions incurred due to the energy purchased from the grid and the energy generated by DG are also reduced. For this purpose an improvised Multi-Objective Particle Swarm Optimization (MOPSO) algorithm is developed taking care of contradicting objectives. The proposed optimization algorithms are implemented using MATLAB for a standard IEEE 69-bus distribution system, using an hour-wise annual data of Spain. The location and size of DGs and the type and number of each generating source of the hybrid system are considered as decision variables. The effectiveness of the proposed optimal design using the improvised MOPSO algorithm is established in comparison with Improved Hybrid Optimization by Genetic Algorithm (i-HOGA) results. © 2016 Elsevier Ltd. All rights reserved."""							
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979545666&partnerID=40&md5=13e8e6b7c1f29a2f6f56f4dd4bab04d7,""In recent decades, wind power resources have been integrated in the power systems increasingly. Besides confirmed benefits, utilization of large share of this volatile source in power generation portfolio has been faced system operators with new challenges in terms of uncertainty management. It is proved that energy storage systems are capable to handle projected uncertainty concerns. Risk-neutral methods have been proposed in the previous literature to schedule storage units considering wind resources uncertainty. Ignoring risk of the cost distributions with non-desirable properties may result in experiencing high costs in some unfavorable scenarios with high probability. In order to control the risk of the operator decisions, this paper proposes a new risk-constrained two-stage stochastic programming model to make optimal decisions on energy storage and thermal units in a transmission constrained hybrid wind-thermal power system. Risk-aversion procedure is explicitly formulated using the conditional value-at-risk measure, because of possessing distinguished features compared to the other risk measures. The proposed model is a mixed integer linear programming considering transmission network, thermal unit dynamics, and storage devices constraints. The simulations results demonstrate that taking the risk of the problem into account will affect scheduling decisions considerably depend on the level of the risk-aversion. © 2016 Elsevier Ltd"""								
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983472634&partnerID=40&md5=ed13e1655e924c893fbd5d227df49e7c,""Solar and wind power are potential carbon-free energy solutions for urban areas, but they are also subject to large variability. At the same time, urban areas offer promising flexibility solutions for balancing variable renewable power. This paper presents models for optimal control of power-to-heat conversion to heating systems and shiftable loads in cities to incorporate large variable renewable power schemes. The power-to-heat systems comprise heat pumps, electric boilers, and thermal storage. The control strategies comprise optimal matching of load and production, and cost-optimal market participation with investment analysis. All analyses are based on hourly data. The models are applied to a case study in Helsinki, Finland. For a scheme providing ca. 50% of all electricity in the city through self-consumption of variable renewables, power-to-heat with thermal storage could absorb all the surplus production. A significant reduction in the net load magnitude was obtained with shiftable loads. Investments to both power-to-heat and load shifting with electric heating and commercial refrigeration have a positive net present value if the resources are controlled cost-optimally. © 2016 Elsevier Ltd"""								
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988905042&partnerID=40&md5=06060a58610480c2604381ebdb7b1235,""This paper presents an autonomous wind farm voltage controller based on model predictive control. The reactive power compensation and voltage regulation devices of the wind farm include static Var compensators, static Var generators, wind turbine generators and on-load tap changing transformer, and they are coordinated to keep the voltages of all the buses within the feasible range. Moreover, the reactive power distribution is optimized throughout the wind farm in order to maximize the dynamic reactive power reserve. The sensitivity coefficients are calculated based on an analytical method to improve the computation efficiency and overcome the convergence problem. Two control modes are designed for both voltage violated and normal operation conditions. A wind farm with 20 wind turbines was used to conduct case studies to verify the proposed coordinated voltage control scheme under both normal and disturbance conditions. © 2010-2012 IEEE."""								
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984903668&partnerID=40&md5=45c762519674fd70287dee6092126e17,""Wind power penetration affects the dynamics and operational performance of a conventional power system. This article investigates the stability issues of a power system with the penetration of wind power from a doubly fed induction generator and direct drive synchronous generator. An approach to utilize an existing shunt flexible AC transmission system controller, static VAR compensator, for enhancing the small signal stability of a wind connected power system is discussed here. Supplementary stabilizing control for damping oscillatory modes is applied to static VAR compensator and suitable control input has been selected for the best damping performance of the proposed controller. © 2016, Copyright © Taylor & Francis Group, LLC."""								
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977606753&partnerID=40&md5=9858e376943315fdb7d7d2800607e81e,""The aim of this paper is to develop a methodology to determine the economic feasibility of a floating offshore wind farm. The methodology proposed considers that the life-cycle cost of a floating offshore wind farm is composed of the costs of each of the phases of its life-cycle (concept and definition, design and development, manufacturing, installation, exploitation and dismantling). Moreover, they are subdivided considering their sub-costs and taking into account the five components of a floating offshore wind farm: offshore wind turbine, floating platform, mooring, anchoring and electric system. The method ends when the economic feasibility indexes are calculated. The methodology has been used to analyse an offshore location: the Galician region (North-West of Spain). Results indicate that the best economic area in the Galician region is the area located from the Ría de Pontevedra to the Ría de Ribadeo. In addition, comparing the three floating offshore wind platforms, the semisubmersible platform and the spar platform are the best options in economic terms. The method proposed can be used to determine the economic keys in order to develop a floating offshore wind farm in any location. © 2016 Elsevier Ltd"""								
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988515942&partnerID=40&md5=48626310d6a055ded729f2f070c974fb,""The sub-synchronous oscillation (SSO) in the form of sub-synchronous control interaction (SSCI) may appear under small perturbation while doubly fed wind induction generator (DFIG) is connected to power grid via series compensation. The variation of the system operating conditions will affect the SSCI. Considering the random uncertainties of wind farm output, synchronous generators output, and stochastic fluctuations of loads in the power system, we applied a probabilistic method for the first time to study SSO statistical attribute in the system with the wind farms integrated under multi-operating conditions, and utilized participation factors to analyze the SSCI modes. Based on the additional damping controller of static var compensator (SVC), a suppression measure against SSCI is proposed to study the damping torque which is provided to the corresponding oscillation modes for improving the damping character in the system. Time domain simulation and probabilistic sub-synchronous stability research are illustrated based on a test system with DFIG-based wind farm integrated. The results show that SVC in the presence of an additional damping controller can provide extra damping for the system oscillation modes, the probabilistic density function of damping constant moves to the left-half plane, and the value of probabilistic damping ratio is increased greatly, which means the dynamic stability is much improved. The effectiveness of the sub-synchronous suppression measure is also verified by the results of the time-domain simulation. © 2016, High Voltage Engineering Editorial Department of CEPRI. All right reserved."""								
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988596819&partnerID=40&md5=551300d8d34fd7a1c1c77a19ce60f2a9,""With the large-scale wind power integrated in power systems, the 3p-frequency periodic fluctuations caused by wind shear and tower shadow effects, may lead to forced oscillations, which seriously threaten the stable operation of the power systems. The frequency response to forced oscillations varies with the access point of wind power. To analyze the relationship between power disturbance access point and the frequency response on different observation nodes, a small signal model in frequency domain considering the dynamic characteristic of generator with governor, load characteristic and network structure was established. Then, the singular vectors of system transfer function matrix solved by singular value decomposition method, were used to analyze the distribution of forced oscillation component in nodes and the influence degree of power disturbance access point on the steady-state frequency response of nodes. Compared with the complex modes method, the correctness and validity of the singular value decomposition method were verified. Finally, on IEEE 39-bus system, the singular value decomposition was applied to analyze the influence of 3p-frequency periodic fluctuations of wind power on system frequency response. The results indicate the importance of a reasonable selection of wind power access point. © 2016 Chin. Soc. for Elec. Eng."""								
