"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961944323&partnerID=40&md5=fcfc8090887f2b07c9d319ed2ae3423c,""This paper investigates a novel approach for maintenance scheduling of volt-VAR control components (VVCCs) of distribution networks with the aid of new generation of volt-VAR optimization (VVO) solutions called quasi-real-time VVO. The new quasi-real-time VVO technique optimizes distribution network using advanced metering infrastructure (AMI) data of each quasi-real-time stage. As this VVO performs automatically and online, it is necessary for VVCCs to undergo maintenance without disturbing VVO performance. Moreover, the lost benefits that could be gained by online VVO have to be minimized. Hence, this paper proposes an AMI-based VVO consisting of a VVO engine and a maintenance scheduling engine (MSE) that operate in tandem to optimize distribution network and find the optimal maintenance scheduling of different VVCCs. To test the accuracy and the applicability of the proposed solution, a 33-node distribution feeder is employed. Furthermore, five different maintenance scenarios are investigated to check the proposed VVO performance. The results prove that the integration of VVO with MSE could be a reliable approach that can solve maintenance scheduling of VVCCs without interrupting and/or resetting VVO. © 2003-2010 IEEE."""											
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984801093&partnerID=40&md5=098cec55913ef12a4f8d3f94911309e6,""Since societies depend on energy and its management, extensive changes in energy-related technologies, such as the Smart Grid (SG), are likely to bring out subsequently enormous forms of social change. Imagine, there are several claims about the risks that lie ahead as conventional energy resources terminated, as populations increase, and as assumption accelerate. Therefore, the future societies will be subject to creative development and wide-ranging transformation to optimize their energy consumption. The SG can integrate an assorted set of electricity resources, containing large power plants as well as distributed renewable energy resources, electric energy storage, demand response, and electric vehicles. In line with many visions for the SG, consumers will play a more ‘active’ role in the future energy systems. Therefore, it is necessary to ensure customers’ acceptance to successfully build a SG. The eventual deployment of the SG depends on the consumers’ acceptance of SG products and services. Yet fully engaging the residential space in the SG remains a challenge. This work aims to provide energy systems researchers and decision makers with proper insight into the underlying drivers of consumer acceptance of the SG and the logical steps for their engagement to promote the SG technology and making it feasible in a timely manner. © 2016 Elsevier Ltd"""											
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987779508&partnerID=40&md5=ef8bd927762d7e566c1888efa5c665f3,""While the newly envisioned smart(er) grid (SG) will result in a more efficient and reliable power grid, its collection and use of fine-grained meter data has widely raised concerns on consumer privacy. While a number of approaches are available for preserving consumer privacy, these approaches are mostly not very practical to be used due to two reasons. 1) Since the data is hidden, this reduces the ability of the utility company to use the data for distribution state estimation. 2) The approaches were not tested under realistic wireless infrastructures that are currently in use. In this paper, we propose to implement a meter data obfuscation approach to preserve consumer privacy that has the ability to perform distribution state estimation. We then assess its performance on a large-scale advanced metering infrastructure (AMI) network built upon the new IEEE 802.11s wireless mesh standard. For the data obfuscation approach, we propose two secure obfuscation value distribution mechanisms on this 802.11s-based wireless mesh network (WMN). Using obfuscation values provided via this approach, the meter readings are obfuscated to protect consumer privacy from eavesdroppers and the utility companies while preserving the utility companies' ability to use the data for state estimation. We assessed the impact of this approach on data goodput, delay, and packet delivery ratio (PDR) under a variety of conditions. Simulation results have shown that the proposed approach can provide very similar performance to that of nonprivacy approach with negligible overheads on the meters and network. © 2014 IEEE."""											
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983378313&partnerID=40&md5=326a10a2af3293f5cdaf98dd70535da9,""Modernization of the conventional power system is being driven by increased load, aging infrastructure and proposed legislation to increase taxation of greenhouse gas emissions. The evolving intelligent energy value chain known as the smart grid is an intricate system, which requires deliberate collaboration from various stakeholders. The smart grid is not a monolithic system but rather a collection of enabling technologies and applications with different Quality of Service (QoS) requirements. It is pivotal to any nation's economic advancement, global relevance and overall quality of life. In this article, a review of integral components of the emerging grid and communication infrastructures enabling the six smart grid applications is presented. In addition, this paper summarizes their communication and networking requirements such as payload (size and frequency), physical (PHY) and media access control (MAC) layer latency based on IEEE Guide for Smart Grid Interoperability and National Institute of Standards and Technology frameworks. Also, this article highlights the need for convergence into a common protocol platform to achieve interoperability of legacy and evolving communication protocols. Additionally, challenges of communication infrastructures deployed within the “unfriendly” power system environment and critical skill gaps that exist between the power and communication domains, which may create a 'silo unit’ while integrating communication technologies into the legacy power system are presented. © 2016 Elsevier Ltd"""											
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974663125&partnerID=40&md5=00c8f15b5adb1bb035d9d5bcfa46a58b,""Energy Internet is a new development form of energy system. It realizes the integration of energy flow, information flow and business flow. More and more business model and service model innovations are stimulated in Energy Internet. In this paper, we present a systemic study of Energy Internet from the business perspective. We first propose the evolution stages of energy systems. Since they were invented in the second industrial revolution period, energy systems have mainly experienced four stages, i.e., decentralized energy system, centralized energy system, distributed energy system and smart & connected energy system. Energy Internet is the innovative representation of energy systems in the fourth development stage. We also introduce some key concepts in Energy Internet, including prosumer, microgrid, Virtual Power Plant (VPP), smart grid and smart energy. Then the business values of Energy Internet are discussed from the energy big data analytics perspective. Finally, the business research agendas of Energy Internet are pointed out from five aspects, i.e., strategic issues, data issues, behavioral issues, security issues and regulatory issues. © 2016 Elsevier Ltd."""											
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983036071&partnerID=40&md5=94c7064951ee3c2c4070e746f84d1b54,""This paper describes an alternative to connect power converters to a direct-current network with an inductor circuit. The circuit allows the connection of converters through a coil and avoids short-circuit currents with different instantaneous values of voltage output. A description of the calculation and the choice of components together with a real implemented example in a dc network within Smart City project (Endesa Utility) is presented. © 2016 IEEE."""											
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946779852&partnerID=40&md5=a0a76d8a2bb262e5f4b0e7832f195c87,""We formulate a dynamic economic dispatch game in which each generator has its own electricity storage device. The operation of storage introduces time-coupling constraints. We focus on how the use of storage may affect the market structure and market outcomes in the locational marginal pricing mechanism. We first show that even when the independent system operation is unaware of the storage, there exists an efficient bid profile that induces the optimal dispatch. We then demonstrate that the use of storage does not increase the room for strategic play, but may improve the equilibrium outcomes. We provide sufficient conditions under which there exist efficient Nash equilibria. Furthermore, we propose the marginal contribution pricing mechanism that guarantees efficient outcomes. © 2015 IEEE."""											
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949845140&partnerID=40&md5=7b2c395bd9ad4d591d367554e64f155d,""Distributed power electronic reactive power sources-such as smart PV inverters-may play an important role in regulating customer voltages and reducing system losses in future distribution systems. Though it is natural to consider model-based optimal control algorithms to coordinate these resources, those strategies typically require relatively large communications capabilities and accurate models. In this paper we present an alternative way to implement the optimization problem that circumvents these communications and modeling challenges. We present an Extremum Seeking (ES) control algorithm to modulate the reactive power output of VAR resources to minimize total real power delivery at the feeder substation subject to voltage magnitude constraints, without an explicit feeder model. We present results that guarantee a variety of distribution feeder objective functions are convex over a broad range of power flows and perform an analysis showing the convergence of the ES approach. Simulation results demonstrate that the method is equivalent to recently developed convex relaxations used to solve distribution optimal power flow problems. © 1969-2012 IEEE."""											
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938890962&partnerID=40&md5=7b903c70c0f95fdba144e2675f880673,""In recent years, Smart Grid technologies such as Advanced Metering, Pervasive Control, Automation and Distribution Management have created numerous control and optimization opportunities and challenges for smart distribution networks. Availability of Co-Gen loads and/or Electric Vehicles (EVs) enable these technologies to inject reactive power into the grid by changing their inverter's operating mode without considerable impact on their active power operation. This feature has created considerable opportunity for distribution network planners to explore if EVs could be used in the distribution network as reliable VAR suppliers. It may be possible for network operators to employ some EVs as VAR suppliers for future distribution grids. This paper proposes an innovative Smart Grid-based Volt-VAR Optimization (VVO) engine, capable of minimizing system power loss cost as well as the operating cost of switched Capacitor Banks, while optimizing the system voltage using an improved Genetic Algorithm (GA) with two levels of mutation and two levels of crossover. The paper studies the impact of EVs with different charging and penetration levels on VVO in different operating scenarios. Furthermore, the paper demonstrates how a typical VVO engine could benefit from V2G's reactive power support. In order to assess V2G impacts on VVO and test the applicability of the proposed VVO, revised IEEE-123 Node Test Feeder in presence of various load types is used as case study. © 2015 Elsevier Ltd. All rights reserved."""											
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982913961&partnerID=40&md5=f7d3319d5feb9f8228d25e5b7759b51e,""To overcome the shortcomings of relay protection settings management in unattended substations, based on an analysis of the traditional management mode and the remote modification settings function of relay protection, a scheme for online management and control of protection settings is presented. By defining the storage format of protection settings data based on CIM-E and drafting regulations for data fuzzy recognition, the scheme has solved the problem of data sharing between different systems. The protection settings management system based on the scheme has realized function of on-line download and remote access to relay protection settings in the power grid dispatching center. Successful application of the system has remarkably improved the automation level of relay protection operation and maintenance. © 2016 Automation of Electric Power Systems Press."""											
