"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977606753&partnerID=40&md5=9858e376943315fdb7d7d2800607e81e,""The aim of this paper is to develop a methodology to determine the economic feasibility of a floating offshore wind farm. The methodology proposed considers that the life-cycle cost of a floating offshore wind farm is composed of the costs of each of the phases of its life-cycle (concept and definition, design and development, manufacturing, installation, exploitation and dismantling). Moreover, they are subdivided considering their sub-costs and taking into account the five components of a floating offshore wind farm: offshore wind turbine, floating platform, mooring, anchoring and electric system. The method ends when the economic feasibility indexes are calculated. The methodology has been used to analyse an offshore location: the Galician region (North-West of Spain). Results indicate that the best economic area in the Galician region is the area located from the Ría de Pontevedra to the Ría de Ribadeo. In addition, comparing the three floating offshore wind platforms, the semisubmersible platform and the spar platform are the best options in economic terms. The method proposed can be used to determine the economic keys in order to develop a floating offshore wind farm in any location. © 2016 Elsevier Ltd"""					
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987739780&partnerID=40&md5=2fd650b28081de3d841b9f77b0b030a7,""In this paper, wind energy potential of four locations in Xinjiang region is assessed. The Weibull distribution as well as the Logistic and the Lognormal distributions are applied to describe the distributions of the wind speed at different heights. In determining the parameters in the Weibull distribution, four intelligent parameter optimization approaches including the differential evolutionary, the particle swarm optimization, and two other approaches derived from these two algorithms and combined advantages of these two approaches are employed. Then the optimal distribution is chosen through the Chi-square error (CSE), the Kolmogorov–Smirnov test error (KSE), and the root mean square error (RMSE) criteria. However, it is found that the variation range of some criteria is quite large, thus these criteria are analyzed and evaluated both from the anomalous values and by the K-means clustering method. Anomaly observation results have shown that the CSE is the first one should be considered to be eliminated from the consequent optimal distribution function selection. This idea is further confirmed by the K-means clustering algorithm, by which the CSE is clustered into a different group with KSE and RMSE. Therefore, only the reserved two error evaluation criteria are utilized to evaluate the wind power potential. © 2016 Taylor & Francis Group, LLC."""					
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982855413&partnerID=40&md5=90aa338c85547e6f65fdc07dab0570f1,""Western Europe is heavily investing in offshore wind power, but the costs of these wind farms remain high. For that reason, current transmission grids for offshore wind energy are predominately radial to reduce investment cost. To date, selection approaches of offshore grid configurations are mainly based on the level of reliability. This paper introduces an alternative selection approach to comprehensively assess the net present value (NPV) of near-shore power grids. The assessment encompasses, among others, a load flow analysis, as well as the sensitivities to parameters like failure rates, repair times and energy prices, for different grid configurations (i.e. radial/ meshed). A case study of the Dutch offshore transmission system shows that this approach helps in finding a suitable tradeoff between lowest feasible NPV, while also improving the reliability (in terms of reduced lost energy) of the offshore grid. © 2016 IEEE."""					
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973620901&partnerID=40&md5=25a0a4d5349bdeb7024b6761030c4451,""This paper aims to present an application of a continuous states and actions actor-critic algorithm based on artificial neural networks function approximations, capable of tracking the maximum power point of a wind turbine system. The application does not use any mechanical sensor for wind. The proposed system is composed of a three phasic permanent magnet synchronous generator of 1 kW, a diode rectifier, a Boost converter and a resistive load. The algorithm consists of two Multi-layer Perceptron Neural Networks (NN) witch approximate the state value function and the DC bus voltage reference, the power signal feedback adjusts NN parameters through backpropagation algorithm. To validate the proposed algorithm, simulations using average models of the system are made on Simulink/Matlab software with different wind speed profiles. A wind turbine emulator test bench using a DC motor to emulate the torque made by the wind on the generator rotor provides experimental results Over more dynamic wind profiles tested, the proposed MPPT algorithm response overcomes the classic PandO. © 2016 IEEE."""					
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954338598&partnerID=40&md5=8a132ffd94f0bcf5d556dcf3c3e1f743,""During the recent years, the use of new materials and enhanced production processes led to successively increasing sizing parameter - namely rotor diameter, rated power and hub height - of wind turbines as well as decreasing initial and running costs. The thereby risen market share shows that wind energy projects are an interesting field for financial investors. In this connection the question arises, how investors benefit from the mentioned technical developments. Regarding the utility maximization of investors in turbine projects, goal of this survey is to determine the economically optimal turbine configuration in contrast to the technically feasible by maximizing the net present value. For this purpose, a generalized approximation of the power curve of three-bladed, direct-driven, variable speed horizontal axis wind turbines is applied. For estimation of the economic parameters, a complex mass-cost-model is used for determination of the initial costs as a function of the sizing parameter. Thereby, a method is shown for adjustment of this model to several differences in price levels of the different turbine components. Furthermore, detailed relationships for running costs as well as the estimation of the cost of equity capital are shown. Due to the current importance of feed-in tariff, revenues for electricity sale depend on the German """"Renewable Energy Act"""". The calculation of economically optimal sizing parameter first is done for a reference site in conjunction with a sensitivity analysis to determine the most influential sizing parameter with respect to economic viability. Afterwards, a range of typically onshore wind speeds in Germany is considered. © 2016 Elsevier Ltd."""					
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945555467&partnerID=40&md5=a43c3fb9a65fcad58b31392c08af8194,""This paper demonstrates a method to predict the value factor and market value of a wind turbine production. This will allow for the estimation of the economic viability of a turbine subject to pure market prices and also allow for prediction of the necessary financial support for turbines under subsidy schemes. The value factor is a common metric used to determine the value of variable energy sources. Research has shown that wind speed profiles that with a high value factor, or have a positive correlation with the market electricity price, have an economic advantage. However, previous research has determined overall value factors for wind in electricity networks at the macro level. This paper details a method at the micro level, since the wind conditions and therefore the value factor are themselves a site specific property. The data necessary to predict the value factor is the same as used to predict the energy production of the site. This allows for the prediction to be used before turbine installation and can be used as an optimization parameter for researchers and for turbine siting with regards to the electricity price/market. © 2015 Elsevier Ltd."""					
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958770562&partnerID=40&md5=0c5887d8a9f50f923eb9709deabfbe3f,""This paper presents the simple voltage regulation scheme using a three-phase static VAr compensator (STATCON) for a stand-alone self-excited induction generator (SEIG) that uses variable-speed wind generation system. Most of the loads are inductive and need an equal amount of leading VArs, which is generated by the STATCON and injected at point of common coupling instantaneously. The one cycle control technique is considered and modified to implement for VAr compensation of SEIG voltage regulation. To emphasis the controller characteristics, a STATCON is designed for a 3-Ø, 0.75?kW, 415?V, 1.8?A Induction Machine and tested in simulation using MATLAB/SIMULINK software. © 2016 Taylor & Francis"""					
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969822534&partnerID=40&md5=cf31a57a617fd00534b6ec1dcd2c54fa,""This paper proposes a stochastic optimization model for optimal bidding strategies of electric vehicle (EV) aggregators in day-ahead energy and ancillary services markets with variable wind energy. The forecast errors of EV fleet characteristics, hourly loads, and wind energy as well as random outages of generating units and transmission lines are considered as potential uncertainties, which are represented by scenarios in the Monte Carlo Simulation (MCS). The conditional value at risk (CVaR) index is utilized for measuring EV aggregators' risks caused by the uncertainties. The EV aggregator's optimal bidding strategy is formulated as a mathematical programming with equilibrium constraints (MPEC), in which the upper level problem is the aggregators' CVaR maximization while the lower level problem corresponds to the system operation cost minimization. The bilevel problem is transformed into a single-level mixed integer linear programming (MILP) problem using the prime-dual formulation with linearized constraints. The progressive hedging algorithm (PHA) is utilized to solve the resulting single-levelMILP problem. A game theoretic approach is developed for analyzing the competition among the EV aggregators. Numerical cases are studied for a modified 6-bus system and the IEEE 118-bus system. The results show the validity of the proposed approach and the impact of the aggregator's bidding strategies on the stochastic electricity market operation. © 2015 IEEE."""					
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960469588&partnerID=40&md5=5b9d9d1c3ca8838024e0bff99adb734f,""One of the tools for maintaining environmental sustainability is transformation from fossil-based energy sources to renewable energy sources in energy consumption. Among renewable energy alternatives, wind energy is the most prominent and reliable energy source for fulfilling energy demand. Traditional investment evaluation techniques based on discounted cash flows are not capable of capturing the uncertainty and vagueness in the data related to the wind energy investment parameters. Fuzzy capital budgeting techniques can capture this vagueness and model the imprecise estimations of parameter values. In this paper, we develop interval-valued intuitionistic fuzzy benefit-cost analysis for the evaluation of wind energy technology investments. The fuzzy benefit-cost analyses are based on both present worth and annual worth analyses. The developed analyses can handle the assessments of multiple experts through aggregation operators. In the proposed economic model, the components of each wind energy investment parameter are incorporated into the equations in detail. A real case study is also presented in this paper. © 2016 by the authors."""					
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963548979&partnerID=40&md5=e4f2fcc74ce92d9165d70d4604326a3d,""The battery energy storage units bring many benefits to the distribution networks. However, they may result in a high cost, if they are not used in optimal manner. Optimal sizing as well as the optimal typing of batteries is very important from both technical and economic points of view. In this paper, the optimal planning of the batteries in a grid connected distributed energy system is presented considering the most famous technologies of the batteries. As there is not specified value for the economic and technical parameters of the batteries, the expected values are used in case studies. This study determines which technology is the most suitable one to be used in the grid connected distributed generation systems. The numerical results show that selecting the optimal technology of the batteries affects the cost of energy considerably, and it should not be neglected in optimal planning. The sensitivity analyses represent the impact of wind energy, peak load and the price factor on optimal typing of the batteries. © 2015 IEEE."""					
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939259787&partnerID=40&md5=481acd3315dd6453f2b4cea84c068a89,""The challenge of a purposeful design addressed in this article is to align offshore energy systems not only with technical and economic values like efficiency and profitability, but also with moral and social values more generally. We elaborate a theoretical framework that allows us to make a systematic inventory of embedded values of offshore energy systems and relate them to their societal acceptability. By characterizing both objects and subjects of acceptability, we shed light on ways to identify areas of value conflicts that must be addressed in purposeful design. We suggest the capabilities approach as a normative theory to deal with the arising value conflicts. © 2015 The Authors."""					
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961730799&partnerID=40&md5=869977f25ae970e17cef1f5ae8a7718e,""This paper presents and analyses a represented ac system with an overlay HVDC network based on multi-terminal VSC. A state space representation and a method of the automatic development of the small signal model of the hybrid ac/dc system is achieved. The methodology to develop the small signal model is composed of four steps being construction of sub system units"	 development of state space models for each unit	" linearization of nonlinear models and integration of all linearized models. The control architecture schemes for VSC systems are also presented in order to obtain control objectives such as control active and reactive power, and dc voltages. Based on the developed platform, the small signal stability is analyzed to investigate the effect of different control strategies as well as controller parameters on the system performance. © 2015 IEEE."""			
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956869791&partnerID=40&md5=803fba725c78605d15efd4b4ff836ef2,""Harmonic distortion on voltages and currents increases with the increased penetration of Plug-in Electric Vehicle (PEV) loads in distribution systems. Wind Generators (WGs), which are source of harmonic currents, have some common harmonic profiles with PEVs. Thus, WGs can be utilized to subside the effect of PEVs on harmonic distortion. This paper studies the impact of PEVs on harmonic distortions and integration of WGs to reduce it. A harmonic decoupled power flow model is developed, where PEVs and WGs are represented by harmonic current loads and sources, respectively. The developed model is first used to solve harmonic power flow on IEEE 34-node distribution test feeder with low, moderate, and high penetrations of PEVs, then its impact on total harmonic distortions (THDs) is studied. Next, optimal size of WGs are calculated using Genetic Algorithm in the test feeder to reduce voltage and current THDs below the IEEE recommended values. © 2015 IEEE."""					
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945291610&partnerID=40&md5=9a60d8119f4fa58bb61e82f8624c3f1e,""Wind power reduces our exposure to fuel price volatility and abrupt supply disruptions"	" it has no CO2 emissions and increases energy security through the diversification of the energy portfolio. If well sited and dimensioned, wind farms may contribute to decreased electricity generation costs. This article presents a combined GISs (Geographical Information Systems) and CBA (Cost Benefit Analysis) approach, in determining the most feasible sites that would be suitable for the generation of wind energy in Terceira Island, which is aimed towards efficient policy designs. Data corrected with Wind Atlas Analysis and Application Program, from local effects of the territory, are used to determine potential energy. Furthermore, a CBA is performed, without taking into consideration subsidies and economic indicators are displayed in maps using GIS. Results indicated that Terceira Island has large available areas capable of generating wind energy at low prices. On Terceira Island, while considering a 1500 kW wind farm under the best siting conditions, it is estimated to achieve a Net Present Value of nearly 3 330 000.00 €, an Internal Rate of Return of nearly 26%, and a Levelized Cost of Energy of nearly 0.04 €/KW h, without incentives. The sensitivity analysis results indicated that reductions in the energy sold may drastically impair the feasibility of a wind energy generation project, and that increases in the lifetime of a project from 15 to 25 years may improve its feasibility. The minimum wind speed required to grant feasibility of investments on Terceira Island, for 1500 kW installed power, is 6 m/s, ceteris paribus. This analysis pointed out that Serra do Cume and Serra da Ribeirinha are the most suited for wind energy projects on Terceira Island. © 2015 AIP Publishing LLC."""				
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938153621&partnerID=40&md5=21801006ca7cb3a54ec8a76d427dd3ce,""A technical and economic assessment has been made for the generation of electricity using wind turbines at six sites of the north of Algeria. The annual mean wind speed of the six stations (Oran, Setif, Skikda, Tlemcen, Tiaret, and Miliana) was obtained as 4.20, 3.46, 3.18, 2.64, 5.07, and 2.91 m/s at 10 m height, respectively. We used wind data recorded over 10 years for those sites. The Weibull parameters (k) and the power law coefficient (c) for all months at different heights (30-50-70 m) were obtained by extrapolation of the 10 m data at all sites. The WAsP program was used and three commercial wind turbines namely AN Bonus 300 kW/33, AN Bonus 1.0 MW/54 and Vestas V80/2 MW were technically assessed for electricity generation in the six selected sites by computing their capacity factors, annual power and energy outputs. The economic evaluation was also estimated using the present value cost method (PVC). The results showed that the mean monthly value of Weibull shape parameter k is between 1.02 at Tlemcen site and 2.06 at Oran site while the monthly value of scale parameter c is between 2.2 m/s at Tlemcen site and 9.2 m/s at Tiaret site. In addition, the capacity factors of the three turbines in the selected sites are ranged between 5.40% and 33.16%. The average minimum cost per kW h was obtained in Tiaret as US$0.0342/kW h with Vestas V80/2 MW while the highest average cost is US$0.2105/kW h with AN Bonus 1.0 MW/54 in Tlemcen. The highest cost in each location was obtained with the medium Wind energy turbine (AN Bonus 1.0 MW/54). In addition, Tiaret and Oran were also found to be very economical for any of the adopted wind turbine models. Miliana, Skikda and Tlemcen were found to be more profitable for non-connected electrical and mechanical applications (water pumping, battery charging) than a diesel generator as they exhibit higher cost than US$0.10/kW h. © 2015 Elsevier Ltd. All rights reserved."""					
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930658850&partnerID=40&md5=9acda119212ca94bf56e2f2f10c43ef3,""The future of offshore wind energy will be in deep waters. In this context, the main objective of the present paper is to develop a sensitivity analysis of a floating offshore wind farm. It will show how much the output variables can vary when the input variables are changing. For this purpose two different scenarios will be taken into account: the life-cycle costs involved in a floating offshore wind farm (cost of conception and definition, cost of design and development, cost of manufacturing, cost of installation, cost of exploitation and cost of dismantling) and the most important economic indexes in terms of economic feasibility of a floating offshore wind farm (internal rate of return, net present value, discounted pay-back period, levelized cost of energy and cost of power). Results indicate that the most important variables in economic terms are the number of wind turbines and the distance from farm to shore in the costs' scenario, and the wind scale parameter and the electric tariff for the economic indexes. This study will help investors to take into account these variables in the development of floating offshore wind farms in the future. © 2015 Elsevier Ltd. All rights reserved."""					
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930225252&partnerID=40&md5=1b4a8faaf1536e3481d463b845f9d00a,""The costs of intermittent renewable energy systems (IRES) and power storage technologies are compared on a level playing field to those of natural gas combined cycle power plants with CO<inf>2</inf> capture and storage (NGCC-CCS). To account for technological progress over time, an """"experience curve"""" approach is used to project future levelised costs of electricity (LCOE) based on technology progress ratios and deployment rates in worldwide energy scenarios, together with European energy and technology cost estimates. Under base case assumptions, the LCOE in 2040 for baseload NGCC-CCS plants is estimated to be 71 €<inf>2012</inf>/MWh. In contrast, the LCOE for electricity generated intermittently from IRES is estimated at 68, 82, and 104 €<inf>2012</inf>/MWh for concentrated solar power, offshore wind, and photovoltaic systems, respectively. Considering uncertainties in costs, deployment rates and geographical conditions, LCOE ranges for IRES are wider than for NGCC-CCS. We also assess energy storage technologies versus NGCC-CCS as backup options for IRES. Here, for base case assumptions NGCC-CCS with an LCOE of 90 €<inf>2012</inf>/MWh in 2040 is more costly than pumped hydro storage (PHS) or compressed air and energy storage (CAES) with LCOEs of 57 and 88 €<inf>2012</inf>/MWh, respectively. Projected costs for battery backup are 78, 149, and 321 €<inf>2012</inf>/MWh for Zn-Br, ZEBRA, and Li-ion battery systems, respectively. Finally, we compare four stylised low-carbon systems on a common basis (including all ancillary costs for IRES). In the 2040 base case, the system employing only NGCC-CCS has the lowest LCOE and lowest cost of CO<inf>2</inf> avoided with CO<inf>2</inf> emissions of 45 kg/MWh. A zero CO<inf>2</inf> emission system with IRES plus PHS as backup is 42% more expensive in terms of LCOE, and 13% more costly than a system with IRES plus NGCC-CCS backup with emissions of 23 kg CO<inf>2</inf>/MWh. Sensitivity results and study limitations are fully discussed within the paper. © 2015 Elsevier Ltd. All rights reserved."""					
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945540781&partnerID=40&md5=cf6fb259d12801fe58fe21a3526f6521,""In contrast to the traditional methods for high-tech evaluation, we introduce a new, more active idea for considering the carbon asset effect, in addition to the economic and technological considerations for strategic significance. The method proposed in this paper considers a reduced amount of carbon emissions, less than that of the current industry baseline, to be an asset that is beneficial to a firm that adopts a new technology. The measured carbon asset values vary across different technologies, in different industries and over time. The new method is applied to the valuing of wind energy technology and uses the Weibull distribution to estimate the wind energy capacity and a concrete sensitivity analysis. These applications support the validity of the new method and show that the impact of the fluctuations of carbon sinks on the values of carbon assets is significantly greater than that of volatility in the production output. The paper also presents some policy recommendations based on the results. © 2015 Elsevier Ltd."""					
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908312369&partnerID=40&md5=72b86c716f866472a0e05f5f9a8b09e0,""Offshore wind resources are more abundant and stronger and they blow more consistently than land-based wind resources. While gale force winds are easier to hit on the sea, the strong wind vibration and wind loads may exert severe damage and shock to wind turbines and wind power grids, even resulting in power grid collapse. Thus, to develop offshore wind power, apart from accurate quantitative wind energy potential assessments, it is necessary to effectively estimate extreme wind speeds. Toward this purpose, this paper investigates the current status of extreme wind speeds and wind energy assessment from literature review. It turns out that much work on wind energy estimation has been performed, whereas relatively little research involves extreme wind speeds, the main challenge stemming from the limited availability of derived extreme winds. Then a GH method based on artificial intelligence optimization algorithms is developed to re-analyze future samples of extreme wind speeds. On the basis of the re-analyzed extreme samples, as well as the Generalized Extreme Value (GEV) and Gumbel models optimized by Cuckoo Search (CS) and Chaotic Particle Swarm Optimization (CPSO) algorithms, the potential risks of extreme wind speeds are conducted based on 23-year (1990-2012) historic wind speeds. Thus, in terms of wind speeds, a comprehensive estimation for offshore wind energy is initially implemented in Bohai Rim, China. The assessment shows that the study areas have high-strength wind power but are rarely subjected to extreme wind speeds, which implies that it is suitable for wind farm construction. © 2014 Elsevier Ltd."""					
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926415700&partnerID=40&md5=4484c0171b1d8259fdba27a49a13b384,""Summary: Wind power plant operators are often faced with extra charges when their power production does not match the forecasted power. Because the accuracy of wind power forecasts is limited, the use of energy storage systems is an attractive alternative even when large-scale aggregation of wind power is considered. In this paper, the economic feasibility of lithium-ion batteries for balancing the wind power forecast error is analysed. In order to perform a reliable assessment, an ageing model of lithium-ion battery was developed considering both cycling and calendar life. The economic analysis considers two different energy management strategies for the storage systems and it is performed for the Danish market. Analyses have shown that the price of the Li-ion BESS needs to decrease by 6.7 times in order to obtain a positive net present value considering the present prices on the Danish energy market. Moreover, it was found that for total elimination of the wind power forecast error, it is required to have a 25-MWh Li-ion battery energy storage system for the considered 2MW WT. © 2015 John Wiley & Sons, Ltd."""					
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946607104&partnerID=40&md5=d05f2891abea145653200d1c29488054,""The estimation of wind speed extreme values is a topic assuming increasing importance in wind energy studies. Two different methods are compared here for that purpose, in view of safety applications. The first model is a parametric one, based upon a classical extreme value model, such as the Gum-bel or the Inverse Weibull distribution. The alternative model is a 'non parametric' one, based upon a stochastic characterization of the wind speed by means of a Poisson distribution. For both methods, estimates are carried out by means of Bayes estimation approach. The two approaches are compared in terms of robustness of the estimates of a proper safety index, with respect to departures from the assumed wind speed model. A large set of simulations results are discussed, as a first step towards a deeper insight to wind speed estimation methods, taking into account model uncertainty. © 2015 IEEE."""					
